Microsoft Windows [Version 10.0.19045.2251]
(c) Microsoft Corporation. All rights reserved.

C:\Luaan\CS331>python predict_contours.py
15 50 115 50 900 0.43815252292546064
15 50 130 50 900 0.43385307910981924
15 50 145 50 900 0.43616601947979
15 50 160 50 900 0.4309253467697332
15 50 175 50 900 0.4235626694350773
15 50 190 50 900 0.4217171635269307
15 50 205 50 900 0.4180280725786987
15 50 220 50 900 0.4151225945105986
15 50 235 50 900 0.4114162430534882
15 50 250 50 900 0.40759594330183324
15 55 100 50 900 0.43818976515219943
15 55 115 50 900 0.4342396141121146
15 55 130 50 900 0.4349398958534735
15 55 145 50 900 0.434173632016714
15 55 160 50 900 0.42773514911361876
15 55 175 50 900 0.4216917553549831
15 55 190 50 900 0.4198772076730723
15 55 205 50 900 0.4153389031703556
15 55 220 50 900 0.41226962715494053
15 55 235 50 900 0.40827001997817536
15 55 250 50 900 0.4083138655804561
15 60 100 50 900 0.43055901247647616
15 60 115 50 900 0.4323046288858932
15 60 130 50 900 0.4273405582988507
15 60 145 50 900 0.42659696585800994
15 60 160 50 900 0.42049311308882475
15 60 175 50 900 0.4157740750646283
15 60 190 50 900 0.4137019977570676
15 60 205 50 900 0.413583077588562
15 60 220 50 900 0.4110501775391195
15 60 235 50 900 0.41018851476821605
15 60 250 50 900 0.40637325903456
15 65 100 50 900 0.4262093333515364
15 65 115 50 900 0.42897276042103527
15 65 130 50 900 0.4259782587346428
15 65 145 50 900 0.42231071414197247
15 65 160 50 900 0.4182660239428416
15 65 175 50 900 0.41517635695691235
15 65 190 50 900 0.41322920003396013
15 65 205 50 900 0.41089778517935455
15 65 220 50 900 0.41206191157811806
15 65 235 50 900 0.40786540537096316
15 65 250 50 900 0.4040045936877702
15 70 100 50 900 0.42566960199073406
15 70 115 50 900 0.4263282321315365
15 70 130 50 900 0.4203282809761317
15 70 145 50 900 0.41521761885862946
15 70 160 50 900 0.4105766766596529
15 70 175 50 900 0.4084871608914344
15 70 190 50 900 0.40651691677436336
15 70 205 50 900 0.40789331263673084
15 70 220 50 900 0.4046766989019676
15 70 235 50 900 0.40427267798372085
15 70 250 50 900 0.40157913535962336
15 75 100 50 900 0.42691132825155204
15 75 115 50 900 0.4235890392429083
15 75 130 50 900 0.4178200108927559
15 75 145 50 900 0.4142045686838342
15 75 160 50 900 0.4102566005371349
15 75 175 50 900 0.4074542283274241
15 75 190 50 900 0.4076590432715536
15 75 205 50 900 0.4049008834389853
15 75 220 50 900 0.4034645211796789
15 75 235 50 900 0.40155170533685813
15 75 250 50 900 0.3982208275055549
15 80 100 50 900 0.4213756830587789
15 80 115 50 900 0.4177546197362816
15 80 130 50 900 0.41515427378139064
15 80 145 50 900 0.4097744153871114
15 80 160 50 900 0.4058403230369597
15 80 175 50 900 0.403766952251008
15 80 190 50 900 0.4021088321787597
15 80 205 50 900 0.4005662088140244
15 80 220 50 900 0.4013450573629621
15 80 235 50 900 0.39768333204727335
15 80 250 50 900 0.3946435780572825
15 85 100 50 900 0.4191541782265771
15 85 115 50 900 0.4134605209106768
15 85 130 50 900 0.4104540702649168
15 85 145 50 900 0.40687115987522793
15 85 160 50 900 0.4062766404106402
15 85 175 50 900 0.40182587407182446
15 85 190 50 900 0.40026687754081886
15 85 205 50 900 0.4013891322370602
15 85 220 50 900 0.39860593058798693
15 85 235 50 900 0.3993665601863432
15 85 250 50 900 0.3965976262122583
15 90 100 50 900 0.41664514844242034
15 90 115 50 900 0.4107897783542183
15 90 130 50 900 0.4050771748644236
15 90 145 50 900 0.40136411410193445
15 90 160 50 900 0.402774083526139
15 90 175 50 900 0.3983501642800295
15 90 190 50 900 0.4029422957299922
15 90 205 50 900 0.4008356336891776
15 90 220 50 900 0.398641753412325
15 90 235 50 900 0.39381347703534775
15 90 250 50 900 0.39118400097329137
15 95 100 50 900 0.41273775576127003
15 95 115 50 900 0.4076191704772144
15 95 130 50 900 0.40422432310032924
15 95 145 50 900 0.40407789875043904
15 95 160 50 900 0.3972266584102912
15 95 175 50 900 0.39982713439746276
15 95 190 50 900 0.39849839473256815
15 95 205 50 900 0.39983605634361724
15 95 220 50 900 0.3941186332380206
15 95 235 50 900 0.3887123387052847
15 95 250 50 900 0.3869098009349061
15 5 100 50 925 0.4733237805560568
15 5 115 50 925 0.46377828349559985
15 5 130 50 925 0.46261481426114603
15 5 145 50 925 0.4541761738210726
15 5 160 50 925 0.45821864088801023
15 5 175 50 925 0.4557143135239946
15 5 190 50 925 0.4497974167467074
15 5 205 50 925 0.4440268735863203
15 5 220 50 925 0.44087157131618926
15 5 235 50 925 0.4383472240056748
15 5 250 50 925 0.43334567026298515
15 10 100 50 925 0.4702457421399475
15 10 115 50 925 0.4624836443556405
15 10 130 50 925 0.46613660142228047
15 10 145 50 925 0.46101884027496504
15 10 160 50 925 0.4552667777609801
15 10 175 50 925 0.45288090872512177
15 10 190 50 925 0.44695979002292896
15 10 205 50 925 0.4418428299921686
15 10 220 50 925 0.4388499563630524
15 10 235 50 925 0.436462604828485
15 10 250 50 925 0.43167809468205864
15 15 100 50 925 0.4696852439142858
15 15 115 50 925 0.45893640353887705
15 15 130 50 925 0.46248609553028813
15 15 145 50 925 0.45810796159710776
15 15 160 50 925 0.45299402825386237
15 15 175 50 925 0.45107426913584475
15 15 190 50 925 0.4454845660010832
15 15 205 50 925 0.4402144080323218
15 15 220 50 925 0.4370581216351632
15 15 235 50 925 0.4345093663184597
15 15 250 50 925 0.4295185276297188
15 20 100 50 925 0.46908154835464144
15 20 115 50 925 0.4619872287160325
15 20 130 50 925 0.46118109132317303
15 20 145 50 925 0.4526760118042285
15 20 160 50 925 0.44813980218668087
15 20 175 50 925 0.44698168977760744
15 20 190 50 925 0.44165291844533106
15 20 205 50 925 0.43626957708870107
15 20 220 50 925 0.43352144582665564
15 20 235 50 925 0.43098674971921674
15 20 250 50 925 0.42601087630986734
15 25 100 50 925 0.46952470146480124
15 25 115 50 925 0.4636352936012977
15 25 130 50 925 0.4562354736811773
15 25 145 50 925 0.4504742292053058
15 25 160 50 925 0.4452394890109179
15 25 175 50 925 0.44262678939402555
15 25 190 50 925 0.43752424902662346
15 25 205 50 925 0.43244228267002827
15 25 220 50 925 0.42979898862495475
15 25 235 50 925 0.4269326360933723
15 25 250 50 925 0.422169261762193
15 30 100 50 925 0.4654939769566513
15 30 115 50 925 0.46174875245405494
15 30 130 50 925 0.4530959024587447
15 30 145 50 925 0.4478448918028517
15 30 160 50 925 0.44301921425932983
15 30 175 50 925 0.440128935756328
15 30 190 50 925 0.4354808246345418
15 30 205 50 925 0.4306440739569242
15 30 220 50 925 0.4262629651289021
15 30 235 50 925 0.4229708398639481
15 30 250 50 925 0.4206783800178545
15 35 100 50 925 0.46191337455801784
15 35 115 50 925 0.4584783541525257
15 35 130 50 925 0.45022290879524074
15 35 145 50 925 0.4447844517825337
15 35 160 50 925 0.4400775207782101
15 35 175 50 925 0.43706954152711264
15 35 190 50 925 0.4322834534907556
15 35 205 50 925 0.42737390890676175
15 35 220 50 925 0.42266643327308423
15 35 235 50 925 0.41899457256350936
15 35 250 50 925 0.4172056584218014
15 40 100 50 925 0.45504802895978264
15 40 115 50 925 0.45149768459365186
15 40 130 50 925 0.4438175352482194
15 40 145 50 925 0.4435726959158267
15 40 160 50 925 0.43797720669989854
15 40 175 50 925 0.43091980293009435
15 40 190 50 925 0.4259727561664437
15 40 205 50 925 0.4215149126379502
15 40 220 50 925 0.4203341415265278
15 40 235 50 925 0.4178299648784761
15 40 250 50 925 0.4168781469247528
15 45 100 50 925 0.45212597218619305
15 45 115 50 925 0.44817156444112016
15 45 130 50 925 0.44031940146384496
15 45 145 50 925 0.4395173879058215
15 45 160 50 925 0.4334323121516056
15 45 175 50 925 0.42654587660471716
15 45 190 50 925 0.42249775850261223
15 45 205 50 925 0.41868187896177844
15 45 220 50 925 0.4196957636541656
15 45 235 50 925 0.42048865431775606
15 45 250 50 925 0.4164467988429084
15 50 100 50 925 0.4491987724237447
15 50 115 50 925 0.4442607209904353
15 50 130 50 925 0.44120490680397795
15 50 145 50 925 0.43616601947979
15 50 160 50 925 0.4309253467697332
15 50 175 50 925 0.4235626694350773
15 50 190 50 925 0.4217171635269307
15 50 205 50 925 0.42034207061540146
15 50 220 50 925 0.4207777215795594
15 50 235 50 925 0.4170524338478055
15 50 250 50 925 0.41322207265221816
15 55 100 50 925 0.4442861994553381
15 55 115 50 925 0.4403661679787262
15 55 130 50 925 0.4384672768058544
15 55 145 50 925 0.434173632016714
15 55 160 50 925 0.42773514911361876
15 55 175 50 925 0.4216917553549831
15 55 190 50 925 0.42219785228900225
15 55 205 50 925 0.4176678986165967
15 55 220 50 925 0.41793272398367015
15 55 235 50 925 0.4139177519608329
15 55 250 50 925 0.4136300406670679
15 60 100 50 925 0.4366568791339721
15 60 115 50 925 0.43582901444656913
15 60 130 50 925 0.43086494385952656
15 60 145 50 925 0.42659696585800994
15 60 160 50 925 0.42049311308882475
15 60 175 50 925 0.4157740750646283
15 60 190 50 925 0.4160204609316102
15 60 205 50 925 0.413583077588562
15 60 220 50 925 0.41435785803067093
15 60 235 50 925 0.413183345538509
15 60 250 50 925 0.40936127228988023
15 65 100 50 925 0.43233089489863963
15 65 115 50 925 0.4324959939079783
15 65 130 50 925 0.4259782587346428
15 65 145 50 925 0.42433843208160105
15 65 160 50 925 0.4202937418824703
15 65 175 50 925 0.4236508482271128
15 65 190 50 925 0.4196749136292932
15 65 205 50 925 0.41727187819097017
15 65 220 50 925 0.4151530936834357
15 65 235 50 925 0.410973976454344
15 65 250 50 925 0.4071045350053628
15 70 100 50 925 0.4291977509922702
15 70 115 50 925 0.4263282321315365
15 70 130 50 925 0.4203282809761317
15 70 145 50 925 0.41756317962540607
15 70 160 50 925 0.4160308921266238
15 70 175 50 925 0.4173116846381499
15 70 190 50 925 0.41297932508310187
15 70 205 50 925 0.4110004598087566
15 70 220 50 925 0.41027930811165364
15 70 235 50 925 0.40676914495760713
15 70 250 50 925 0.40407660079741137
15 75 100 50 925 0.42691132825155204
15 75 115 50 925 0.4235890392429083
15 75 130 50 925 0.4178200108927559
15 75 145 50 925 0.41654668686342133
15 75 160 50 925 0.4167095057477875
15 75 175 50 925 0.4139003017839905
15 75 190 50 925 0.41076653563421084
15 75 205 50 925 0.41059056497927576
15 75 220 50 925 0.4090606196625661
15 75 235 50 925 0.4040481339082867
15 75 250 50 925 0.40072159555471
15 80 100 50 925 0.4213756830587789
15 80 115 50 925 0.4177546197362816
15 80 130 50 925 0.41515427378139064
15 80 145 50 925 0.415258231589032
15 80 160 50 925 0.4149659527296172
15 80 175 50 925 0.40947942882831123
15 80 190 50 925 0.40782430604275766
15 80 205 50 925 0.40625559276084505
15 80 220 50 925 0.40384206197125705
15 80 235 50 925 0.4001811815096389
15 80 250 50 925 0.3971457669973747
15 85 100 50 925 0.4218604825640753
15 85 115 50 925 0.4185175073187416
15 85 130 50 925 0.4155073682285394
15 85 145 50 925 0.41834417146495523
15 85 160 50 925 0.4120631443644073
15 85 175 50 925 0.40753424795171206
15 85 190 50 925 0.4059782487074012
15 85 205 50 925 0.4070950442360467
15 85 220 50 925 0.40173407958952306
15 85 235 50 925 0.3993665601863432
15 85 250 50 925 0.3965976262122583
15 90 100 50 925 0.42168253268336164
15 90 115 50 925 0.4158342642269959
15 90 130 50 925 0.413400719766649
15 90 145 50 925 0.41284989121613924
15 90 160 50 925 0.408564420163516
15 90 175 50 925 0.4040641524008456
15 90 190 50 925 0.40544145087592154
15 90 205 50 925 0.4039640131054602
15 90 220 50 925 0.398641753412325
15 90 235 50 925 0.39381347703534775
15 90 250 50 925 0.39118400097329137
15 95 100 50 925 0.41778605868795293
15 95 115 50 925 0.41267179634511736
15 95 130 50 925 0.4102175001317005
15 95 145 50 925 0.4099117089450572
15 95 160 50 925 0.40301699504766825
15 95 175 50 925 0.4023483325541448
15 95 190 50 925 0.4010191704622149
15 95 205 50 925 0.39983605634361724
15 95 220 50 925 0.3941186332380206
15 95 235 50 925 0.3887123387052847
15 95 250 50 925 0.3869098009349061
15 5 100 50 950 0.4855673003970916
15 5 115 50 950 0.47757906951170037
15 5 130 50 950 0.4744946470094309
15 5 145 50 950 0.4698818452907163
15 5 160 50 950 0.46349193938939554
15 5 175 50 950 0.4596272544590736
15 5 190 50 950 0.45578808806921584
15 5 205 50 950 0.450005994474465
15 5 220 50 950 0.4487596531475094
15 5 235 50 950 0.4462181744778658
15 5 250 50 950 0.44122906313148974
15 10 100 50 950 0.48530350721325477
15 10 115 50 950 0.4761283991063177
15 10 130 50 950 0.4712389359312558
15 10 145 50 950 0.4664023898493851
15 10 160 50 950 0.4605400762623654
15 10 175 50 950 0.45679384966020076
15 10 190 50 950 0.45295046134543737
15 10 205 50 950 0.4478219508803133
15 10 220 50 950 0.4467380381943724
15 10 235 50 950 0.44433355530067614
15 10 250 50 950 0.43956148755056323
15 15 100 50 950 0.481488235220093
15 15 115 50 950 0.47250427864867967
15 15 130 50 950 0.46759246437688345
15 15 145 50 950 0.46349554550914795
15 15 160 50 950 0.4582673267552477
15 15 175 50 950 0.45498721007092374
15 15 190 50 950 0.4514603477063962
15 15 205 50 950 0.44617863930327095
15 15 220 50 950 0.4449462034664834
15 15 235 50 950 0.44238031679065093
15 15 250 50 950 0.4374019204982233
15 20 100 50 950 0.47728006773490667
15 20 115 50 950 0.46840610118064047
15 20 130 50 950 0.4626351165107489
15 20 145 50 950 0.4579639018268344
15 20 160 50 950 0.45341301750584734
15 20 175 50 950 0.45089228178545987
15 20 190 50 950 0.44762635122341754
15 20 205 50 950 0.4422315426146427
15 20 220 50 950 0.44140776114491886
15 20 235 50 950 0.4388559336783511
15 20 250 50 950 0.43389250266531504
15 25 100 50 950 0.47596665370513014
15 25 115 50 950 0.46772991831043925
15 25 130 50 950 0.45768879181989197
15 25 145 50 950 0.45576141217905053
15 25 160 50 950 0.4505119972812231
15 25 175 50 950 0.4465366743530168
15 25 190 50 950 0.44349697475584865
15 25 205 50 950 0.43840424819596985
15 25 220 50 950 0.4376853039432181
15 25 235 50 950 0.43480182005250656
15 25 250 50 950 0.43005088811764075
15 30 100 50 950 0.46813042031589197
15 30 115 50 950 0.46174875245405494
15 30 130 50 950 0.4530959024587447
15 30 145 50 950 0.4516787566378818
15 30 160 50 950 0.4468384043909204
15 30 175 50 950 0.4446598824564435
15 30 190 50 950 0.4400117713346573
15 30 205 50 950 0.4351640650493719
15 30 220 50 950 0.4341411743473098
15 30 235 50 950 0.4308290375388953
15 30 250 50 950 0.4252098111797448
15 35 100 50 950 0.4645502048076912
15 35 115 50 950 0.4584783541525257
15 35 130 50 950 0.45406514040148555
15 35 145 50 950 0.4486183166175637
15 35 160 50 950 0.44635108878998486
15 35 175 50 950 0.4416016403009608
15 35 190 50 950 0.4368155522646038
15 35 205 50 950 0.4345761546552235
15 35 220 50 950 0.43322532264673796
15 35 235 50 950 0.43270222229173305
15 35 250 50 950 0.427563653772145
15 40 100 50 950 0.457684859209456
15 40 115 50 950 0.45149768459365186
15 40 130 50 950 0.44765871553242675
15 40 145 50 950 0.4456494281166284
15 40 160 50 950 0.442506578899246
15 40 175 50 950 0.4354522089236046
15 40 190 50 950 0.43567913948045994
15 40 205 50 950 0.4345266182707074
15 40 220 50 950 0.4288079894527951
15 40 235 50 950 0.4294511561313455
15 40 250 50 950 0.4251658896369155
15 45 100 50 950 0.4547697234758278
15 45 115 50 950 0.44817156444112016
15 45 130 50 950 0.44415628884973274
15 45 145 50 950 0.44158733718730925
15 45 160 50 950 0.43795694653293976
15 45 175 50 950 0.4337355263470344
15 45 190 50 950 0.4321970998511496
15 45 205 50 950 0.4319806379671349
15 45 220 50 950 0.42816181588150803
15 45 235 50 950 0.4287775491036515
15 45 250 50 950 0.42473438794524027
15 50 100 50 950 0.4491987724237447
15 50 115 50 950 0.45013265096678884
15 50 130 50 950 0.4432382828572051
15 50 145 50 950 0.44065635705784467
15 50 160 50 950 0.43541568434778805
15 50 175 50 950 0.43323197355152665
15 50 190 50 950 0.4313779165009015
15 50 205 50 950 0.43129602606855044
15 50 220 50 950 0.4290089906729162
15 50 235 50 950 0.42529602106884845
15 50 250 50 950 0.4214335027770047
15 55 100 50 950 0.4442861994553381
15 55 115 50 950 0.4462250474094031
15 55 130 50 950 0.44295696108766025
15 55 145 50 950 0.4386645292708247
15 55 160 50 950 0.4348903704844729
15 55 175 50 950 0.4343712370659425
15 55 190 50 950 0.432844628720062
15 55 205 50 950 0.4316292002824262
15 55 220 50 950 0.4260631706603473
15 55 235 50 950 0.42206245846249835
15 55 250 50 950 0.4187483202369603
15 60 100 50 950 0.4425562286310535
15 60 115 50 950 0.4403784845380988
15 60 130 50 950 0.4353531568045634
15 60 145 50 950 0.4363737589714393
15 60 160 50 950 0.4333168211721933
15 60 175 50 950 0.4283856167840838
15 60 190 50 950 0.42995918745041795
15 60 205 50 950 0.42747730476456636
15 60 220 50 950 0.4224255257501689
15 60 235 50 950 0.41829909054618947
15 60 250 50 950 0.41447647966315204
15 65 100 50 950 0.4407451302621338
15 65 115 50 950 0.43705109802635783
15 65 130 50 950 0.4304721057065295
15 65 145 50 950 0.4321064630252722
15 65 160 50 950 0.43453383372364074
15 65 175 50 950 0.4313075092719765
15 65 190 50 950 0.42732722371528314
15 65 205 50 950 0.4248886117650117
15 65 220 50 950 0.4202408432994112
15 65 235 50 950 0.4160880317538832
15 65 250 50 950 0.41221805267049333
15 70 100 50 950 0.43653317406774084
15 70 115 50 950 0.4364887603083471
15 70 130 50 950 0.4305057446789803
15 70 145 50 950 0.42873198891167463
15 70 160 50 950 0.42720746662739195
15 70 175 50 950 0.42504576978867176
15 70 190 50 950 0.42071120981238436
15 70 205 50 950 0.41869645724331395
15 70 220 50 950 0.4128990853773987
15 70 235 50 950 0.4093840835136748
15 70 250 50 950 0.40668881277897817
15 75 100 50 950 0.43443722997490025
15 75 115 50 950 0.43372328236520685
15 75 130 50 950 0.4279833364308096
15 75 145 50 950 0.43091279338711497
15 75 160 50 950 0.42451945198434665
15 75 175 50 950 0.4216337040042068
15 75 190 50 950 0.4184980937446516
15 75 205 50 950 0.41570396743703325
15 75 220 50 950 0.4116794368668672
15 75 235 50 950 0.4066621124029104
15 75 250 50 950 0.4033328474748329
15 80 100 50 950 0.4316254907888026
15 80 115 50 950 0.42797782677043683
15 80 130 50 950 0.4317505102796487
15 80 145 50 950 0.42637819809575433
15 80 160 50 950 0.42007923998000124
15 80 175 50 950 0.41459943650880277
15 80 190 50 950 0.4129452737846932
15 80 205 50 950 0.4113703009021661
15 80 220 50 950 0.40645838301580395
15 80 235 50 950 0.40279508319934704
15 80 250 50 950 0.39975694211258206
15 85 100 50 950 0.4294066570884756
15 85 115 50 950 0.42369296814823476
15 85 130 50 950 0.4270341576104755
15 85 145 50 950 0.4234602236922978
15 85 160 50 950 0.41717643161479123
15 85 175 50 950 0.4126542556322036
15 85 190 50 950 0.41109860201001264
15 85 205 50 950 0.40971075084126946
15 85 220 50 950 0.4043497861947458
15 85 235 50 950 0.40197984743672727
15 85 250 50 950 0.3992081868881416
15 90 100 50 950 0.4268609889045598
15 90 115 50 950 0.42434002459565945
15 90 130 50 950 0.4216014092849354
15 90 145 50 950 0.4179638697107629
15 90 160 50 950 0.41367317592388464
15 90 175 50 950 0.40918085746997
15 90 190 50 950 0.4080572726885175
15 90 205 50 950 0.40657864444186587
15 90 220 50 950 0.40125638474873054
15 90 235 50 950 0.39642568901691455
15 90 250 50 950 0.39379348638035744
15 95 100 50 950 0.422964514909151
15 95 115 50 950 0.4242635160848436
15 95 130 50 950 0.4184231474504323
15 95 145 50 950 0.41502296086518004
15 95 160 50 950 0.4081246755392196
15 95 175 50 950 0.40496407756182534
15 95 190 50 950 0.4036332257617541
15 95 205 50 950 0.40244892116696596
15 95 220 50 950 0.39673149806136937
15 95 235 50 950 0.3913245506868515
15 95 250 50 950 0.3895192863419722
15 5 100 50 975 0.4993834379267591
15 5 115 50 975 0.49477221917600867
15 5 130 50 975 0.48649217195160666
15 5 145 50 975 0.4773629328053097
15 5 160 50 975 0.4768518117368819
15 5 175 50 975 0.47381292269783076
15 5 190 50 975 0.4678554215765679
15 5 205 50 975 0.4620421677525107
15 5 220 50 975 0.45465930925134274
15 5 235 50 975 0.4521146889154641
15 5 250 50 975 0.4471048018394412
15 10 100 50 975 0.49620800840232027
15 10 115 50 975 0.49041142319063014
15 10 130 50 975 0.4832364608734316
15 10 145 50 975 0.4738834773639784
15 10 160 50 975 0.4738999486098518
15 10 175 50 975 0.47097951789895787
15 10 190 50 975 0.4650177948527894
15 10 205 50 975 0.4598581241583592
15 10 220 50 975 0.4526376942982058
15 10 235 50 975 0.45023006973827423
15 10 250 50 975 0.4454372262585147
15 15 100 50 975 0.49196638994772723
15 15 115 50 975 0.4868210335515582
15 15 130 50 975 0.4795908998927998
15 15 145 50 975 0.4709776227778071
15 15 160 50 975 0.47162818885679997
15 15 175 50 975 0.46917386806374667
15 15 190 50 975 0.46352871055797673
15 15 205 50 975 0.4582158419255453
15 15 220 50 975 0.45084585957031675
15 15 235 50 975 0.448276831228249
15 15 250 50 975 0.44327765920617473
15 20 100 50 975 0.48778629584686634
15 20 115 50 975 0.4827463996062547
15 20 130 50 975 0.4746342555438552
15 20 145 50 975 0.4681739483576914
15 20 160 50 975 0.4701660961814252
15 20 175 50 975 0.4650819090404804
15 20 190 50 975 0.4596976833371958
15 20 205 50 975 0.4542717144991148
15 20 220 50 975 0.44730741724875217
15 20 235 50 975 0.4447524481159493
15 20 250 50 975 0.43976824137326653
15 25 100 50 975 0.48413193088827466
15 25 115 50 975 0.4797317098844423
15 25 130 50 975 0.4724089369973916
15 25 145 50 975 0.4659647382798
15 25 160 50 975 0.4672618501503494
15 25 175 50 975 0.4607230758015857
15 25 190 50 975 0.4555650810631753
15 25 205 50 975 0.4504411942739903
15 25 220 50 975 0.44358173424059977
15 25 235 50 975 0.44069510868365314
15 25 250 50 975 0.4359222873478657
15 30 100 50 975 0.4762367968386725
15 30 115 50 975 0.4736927914824104
15 30 130 50 975 0.46775510451938995
15 30 145 50 975 0.46182526174951055
15 30 160 50 975 0.4635304977146711
15 30 175 50 975 0.4567269321023294
15 30 190 50 975 0.4520329185623761
15 30 205 50 975 0.44715543770347677
15 30 220 50 975 0.44003314995959164
15 30 235 50 975 0.436717871484942
15 30 250 50 975 0.4310758724683414
15 35 100 50 975 0.47265788463862585
15 35 115 50 975 0.47042409951689096
15 35 130 50 975 0.46488293393536717
15 35 145 50 975 0.4587669271340415
15 35 160 50 975 0.4605833827566798
15 35 175 50 975 0.45366377918307343
15 35 190 50 975 0.4488317887285492
15 35 205 50 975 0.4438361891822936
15 35 220 50 975 0.4363819615255588
15 35 235 50 975 0.43270222229173305
15 35 250 50 975 0.427563653772145
15 40 100 50 975 0.4723623485367428
15 40 115 50 975 0.46594335077769167
15 40 130 50 975 0.458232407208738
15 40 145 50 975 0.456814056285821
15 40 160 50 975 0.454370900738443
15 40 175 50 975 0.4472167376636605
15 40 190 50 975 0.442234308710167
15 40 205 50 975 0.4376832571495282
15 40 220 50 975 0.43196462833161586
15 40 235 50 975 0.4294511561313455
15 40 250 50 975 0.4251658896369155
15 45 100 50 975 0.469223434159632
15 45 115 50 975 0.4626029175199277
15 45 130 50 975 0.4547095770071766
15 45 145 50 975 0.4527427071969693
15 45 160 50 975 0.4498200062377519
15 45 175 50 975 0.4428264375755696
15 45 190 50 975 0.43875488044798433
15 45 205 50 975 0.4351372768459557
15 45 220 50 975 0.4313184547603289
15 45 235 50 975 0.4287775491036515
15 45 250 50 975 0.42473438794524027
15 50 100 50 975 0.4636169887604152
15 50 115 50 975 0.4586408512771758
15 50 130 50 975 0.4517175851201789
15 50 145 50 975 0.44934515225001526
15 50 160 50 975 0.44726935049471145
15 50 175 50 975 0.439710631277756
15 50 190 50 975 0.43784693521023377
15 50 205 50 975 0.4344067114445494
15 50 220 50 975 0.4290089906729162
15 50 235 50 975 0.42529602106884845
15 50 250 50 975 0.4214335027770047
15 55 100 50 975 0.45830736574873104
15 55 115 50 975 0.4543429120743912
15 55 130 50 975 0.4519231855322102
15 55 145 50 975 0.45055508501973457
15 55 160 50 975 0.4440132072690897
15 55 175 50 975 0.4377285335329164
15 55 190 50 975 0.43620234761407123
15 55 205 50 975 0.4316292002824262
15 55 220 50 975 0.4260631706603473
15 55 235 50 975 0.42206245846249835
15 55 250 50 975 0.4187483202369603
15 60 100 50 975 0.4506738905944088
15 60 115 50 975 0.4493569601584765
15 60 130 50 975 0.4443112913952802
15 60 145 50 975 0.4429682096005493
15 60 160 50 975 0.4366985800047585
15 60 175 50 975 0.4317463310697981
15 60 190 50 975 0.42995918745041795
15 60 205 50 975 0.42747730476456636
15 60 220 50 975 0.4224255257501689
15 60 235 50 975 0.41829909054618947
15 60 250 50 975 0.41447647966315204
15 65 100 50 975 0.4464041603823295
15 65 115 50 975 0.44608413720478285
15 65 130 50 975 0.4426890222449506
15 65 145 50 975 0.4386999643801453
15 65 160 50 975 0.43453383372364074
15 65 175 50 975 0.4313075092719765
15 65 190 50 975 0.42732722371528314
15 65 205 50 975 0.4248886117650117
15 65 220 50 975 0.4202408432994112
15 65 235 50 975 0.4160880317538832
15 65 250 50 975 0.41221805267049333
15 70 100 50 975 0.442610209398002
15 70 115 50 975 0.43988027336518276
15 70 130 50 975 0.437072925679688
15 70 145 50 975 0.4319418734454083
15 70 160 50 975 0.42720746662739195
15 70 175 50 975 0.42504576978867176
15 70 190 50 975 0.42071120981238436
15 70 205 50 975 0.41869645724331395
15 70 220 50 975 0.4128990853773987
15 70 235 50 975 0.4093840835136748
15 70 250 50 975 0.40668881277897817
15 75 100 50 975 0.44050189971376347
15 75 115 50 975 0.44032467995577623
15 75 130 50 975 0.4345615389368935
15 75 145 50 975 0.43091279338711497
15 75 160 50 975 0.42451945198434665
15 75 175 50 975 0.4216337040042068
15 75 190 50 975 0.4184980937446516
15 75 205 50 975 0.41570396743703325
15 75 220 50 975 0.4116794368668672
15 75 235 50 975 0.4066621124029104
15 75 250 50 975 0.4033328474748329
15 80 100 50 975 0.438226888379372
15 80 115 50 975 0.4344971043727427
15 80 130 50 975 0.4317505102796487
15 80 145 50 975 0.42637819809575433
15 80 160 50 975 0.42007923998000124
15 80 175 50 975 0.41459943650880277
15 80 190 50 975 0.4129452737846932
15 80 205 50 975 0.4113703009021661
15 80 220 50 975 0.40645838301580395
15 80 235 50 975 0.40279508319934704
15 80 250 50 975 0.39975694211258206
15 85 100 50 975 0.43599933732113416
15 85 115 50 975 0.4301811056721824
15 85 130 50 975 0.4270341576104755
15 85 145 50 975 0.4234602236922978
15 85 160 50 975 0.41717643161479123
15 85 175 50 975 0.4126542556322036
15 85 190 50 975 0.41109860201001264
15 85 205 50 975 0.40971075084126946
15 85 220 50 975 0.4043497861947458
15 85 235 50 975 0.40197984743672727
15 85 250 50 975 0.3992081868881416
15 90 100 50 975 0.4334370024705517
15 90 115 50 975 0.4274787135616409
15 90 130 50 975 0.4216014092849354
15 90 145 50 975 0.4179638697107629
15 90 160 50 975 0.41367317592388464
15 90 175 50 975 0.40918085746997
15 90 190 50 975 0.4080572726885175
15 90 205 50 975 0.40657864444186587
15 90 220 50 975 0.40125638474873054
15 90 235 50 975 0.39642568901691455
15 90 250 50 975 0.39379348638035744
15 95 100 50 975 0.4295307742508725
15 95 115 50 975 0.4242635160848436
15 95 130 50 975 0.4184231474504323
15 95 145 50 975 0.41502296086518004
15 95 160 50 975 0.4081246755392196
15 95 175 50 975 0.40496407756182534
15 95 190 50 975 0.4036332257617541
15 95 205 50 975 0.40244892116696596
15 95 220 50 975 0.39673149806136937
15 95 235 50 975 0.3913245506868515
